,City,Country,Lat,Lon,Cloudiness,Date,Humidity,Max Temp,Wind Speed
0,san patricio,PY,-26.98,-56.83,0.0,1570746739.6852133,53.0,76.87,5.56
0,kruisfontein,ZA,-34.0,24.73,57.0,1570746740.0157068,81.0,51.08,8.7
0,los llanos de aridane,ES,28.66,-17.92,75.0,1570746740.3397346,83.0,71.6,10.29
0,kaitangata,NZ,-46.28,169.85,100.0,1570746740.896266,80.0,45.0,27.0
0,pevek,RU,69.7,170.27,13.0,1570746741.2364447,78.0,20.91,17.16
0,dikson,RU,73.51,80.55,100.0,1570746741.6676722,89.0,30.11,31.52
0,karaton,ID,-6.34,106.1,20.0,1570746742.0876293,83.0,78.8,6.93
0,nelson bay,AU,-32.72,152.14,75.0,1570746742.4880805,77.0,64.0,4.7
0,vila velha,BR,-3.71,-38.6,20.0,1570746743.0005813,74.0,80.6,12.75
0,grand gaube,MU,-20.01,57.66,75.0,1570746743.4279969,69.0,73.4,11.41
0,hargeysa,SO,9.56,44.06,21.0,1570746743.7412875,74.0,67.57,5.68
0,kahului,US,20.89,-156.47,40.0,1570746744.0597477,52.0,91.4,11.41
0,saint-denis,FR,48.94,2.36,20.0,1570746744.438441,76.0,57.0,2.24
0,michelstadt,DE,49.68,9.01,7.0,1570746744.7557707,93.0,52.0,9.17
0,papillion,US,41.15,-96.04,90.0,1570746745.0749202,93.0,42.8,13.87
0,hamilton,CA,43.26,-79.87,20.0,1570746745.456695,71.0,60.01,17.22
0,ponta do sol,BR,-20.63,-46.0,100.0,1570746745.968747,93.0,65.53,1.26
0,tigil,RU,57.8,158.67,99.0,1570746746.4795868,84.0,44.87,8.89
0,skelleftea,SE,64.75,20.95,90.0,1570746746.995085,100.0,39.2,2.24
0,abu samrah,SY,35.3,37.18,91.0,1570746747.9071522,61.0,62.71,0.77
0,tiznit,MA,29.7,-9.73,100.0,1570746748.2408931,36.0,72.97,2.35
0,salinopolis,BR,-0.61,-47.36,100.0,1570746749.0707943,78.0,81.73,21.1
0,muros,ES,42.77,-9.06,90.0,1570746749.419678,100.0,62.01,3.36
0,muroto,JP,33.37,134.14,75.0,1570746749.7589028,73.0,71.6,11.41
0,along,IN,28.17,94.8,13.0,1570746750.133151,98.0,61.83,3.19
0,severo-kurilsk,RU,50.68,156.12,2.0,1570746750.4748638,51.0,52.77,4.61
0,yerbogachen,RU,61.28,108.01,23.0,1570746750.8576279,89.0,15.8,6.21
0,lompoc,US,34.64,-120.46,1.0,1570746751.2315388,56.0,77.0,12.75
0,saint-pierre,FR,48.95,4.24,75.0,1570746751.630877,87.0,51.8,6.93
0,asosa,ET,10.07,34.53,100.0,1570746752.4193761,89.0,64.56,2.98
0,homer,US,59.64,-151.54,90.0,1570746753.9238837,70.0,48.2,9.17
0,kangaatsiaq,GL,68.31,-53.46,100.0,1570746754.262952,66.0,33.46,15.64
0,komsomolskiy,RU,67.55,63.78,96.0,1570746754.607999,96.0,28.36,11.66
0,sibolga,ID,1.74,98.78,100.0,1570746754.9495366,93.0,72.39,1.99
0,saint pete beach,US,27.73,-82.74,90.0,1570746755.3897564,70.0,84.99,12.75
0,hvittingfoss,NO,59.48,10.01,65.0,1570746755.8009274,100.0,50.0,5.82
0,matay,EG,28.42,30.79,100.0,1570746756.2107444,80.0,68.05,14.64
0,sterling,US,39.0,-77.4,1.0,1570746756.6928308,56.0,75.2,5.82
0,pochutla,MX,15.74,-96.47,75.0,1570746757.2691288,66.0,86.0,9.17
0,camocim,BR,-2.9,-40.84,63.0,1570746757.6496828,68.0,77.09,5.98
0,victoria,BN,5.28,115.24,75.0,1570746757.9765832,88.0,77.0,8.28
0,athabasca,CA,54.72,-113.29,69.0,1570746758.513697,50.0,37.0,5.54
0,bilibino,RU,68.06,166.44,97.0,1570746758.850894,71.0,15.01,2.04
0,synya,RU,65.37,58.04,97.0,1570746759.4855008,88.0,32.47,9.53
0,vilela,PT,41.66,-8.33,0.0,1570746759.9522278,93.0,64.99,3.36
0,dhemaji,IN,27.48,94.56,24.0,1570746760.4092875,92.0,69.17,2.74
0,kaseda,JP,31.42,130.32,20.0,1570746760.8179517,93.0,60.8,8.05
0,kidal,ML,18.44,1.41,0.0,1570746761.2274456,45.0,83.82,10.99
0,mehamn,NO,71.03,27.85,97.0,1570746761.5724235,87.0,35.83,7.4
0,ciudad ojeda,VE,10.22,-71.33,99.0,1570746761.9048371,64.0,84.76,2.85
0,saint-augustin,CA,45.63,-73.98,40.0,1570746762.2232873,44.0,61.0,4.7
0,kushalgarh,IN,23.2,74.45,9.0,1570746762.5979264,75.0,71.74,5.16
0,nueva concepcion,GT,14.2,-91.3,90.0,1570746763.069764,100.0,89.6,4.7
0,faanui,PF,-16.48,-151.75,100.0,1570746763.393934,78.0,76.23,14.66
0,kajaani,FI,64.22,27.73,90.0,1570746763.71154,94.0,33.8,4.7
0,cabo san lucas,MX,22.89,-109.91,20.0,1570746764.055737,38.0,93.0,8.05
0,kaifeng,CN,34.8,114.35,90.0,1570746764.3986616,100.0,60.8,8.95
0,georgiyevka,RU,52.25,40.45,100.0,1570746764.7209444,80.0,47.95,10.85
0,arman,RU,59.7,150.17,100.0,1570746765.087562,78.0,39.29,32.67
0,amiens,FR,49.89,2.3,90.0,1570746765.4264483,81.0,55.0,10.29
0,kodiak,US,39.95,-94.76,90.0,1570746765.937094,87.0,69.8,13.87
0,suba,CN,28.73,103.51,98.0,1570746766.3473234,85.0,50.79,3.27
0,santa cruz,BR,-6.22,-36.02,60.0,1570746766.7570853,79.0,72.57,9.97
0,biak,ID,-0.91,122.88,85.0,1570746767.1669085,80.0,80.13,12.81
0,cherskiy,RU,68.75,161.3,100.0,1570746767.4927545,77.0,20.05,8.1
0,westport,US,41.14,-73.36,90.0,1570746767.8592205,31.0,68.0,16.11
0,alugan,PH,12.22,125.48,100.0,1570746768.1891334,80.0,80.1,5.11
0,bathsheba,BB,13.22,-59.52,20.0,1570746768.5170603,74.0,80.6,8.05
0,suhut,TR,38.53,30.55,16.0,1570746768.8405774,55.0,54.5,3.14
0,varhaug,NO,58.61,5.65,40.0,1570746769.189618,81.0,52.0,5.82
0,sao joao da barra,BR,-21.64,-41.05,75.0,1570746769.9304292,83.0,75.2,11.41
0,lazaro cardenas,MX,28.39,-105.62,20.0,1570746770.5466838,22.0,87.8,11.41
0,la seyne-sur-mer,FR,43.1,5.88,0.0,1570746770.955866,66.0,62.6,5.82
0,comodoro rivadavia,AR,-45.87,-67.48,40.0,1570746771.4749205,61.0,50.0,10.29
0,manado,ID,1.49,124.85,20.0,1570746771.8098154,100.0,73.4,1.97
0,kostomuksha,RU,64.59,30.6,100.0,1570746772.1294067,98.0,32.65,4.85
0,buala,SB,-8.15,159.59,89.0,1570746772.4320443,69.0,84.13,6.28
0,vila do maio,CV,15.13,-23.22,75.0,1570746772.7641492,83.0,80.6,16.11
0,kodinsk,RU,58.6,99.18,0.0,1570746773.0702012,80.0,17.92,1.23
0,rio grande,BR,-32.03,-52.1,0.0,1570746773.820146,73.0,73.0,5.82
0,novaya mayna,RU,54.15,49.76,100.0,1570746774.1291656,89.0,47.25,17.16
0,liverpool,GB,53.41,-2.98,20.0,1570746774.4487436,82.0,59.0,13.87
0,puerto del rosario,ES,28.5,-13.86,75.0,1570746774.9472673,83.0,73.4,3.36
0,montepuez,MZ,-13.13,39.0,30.0,1570746775.4158604,86.0,70.32,2.92
0,bonthe,SL,7.53,-12.5,34.0,1570746775.8146038,90.0,78.17,5.86
0,cao bang,VN,22.67,106.25,17.0,1570746776.35743,96.0,71.19,1.22
0,raudeberg,NO,61.99,5.14,75.0,1570746777.118985,93.0,48.2,10.29
0,oum hadjer,TD,13.3,19.7,0.0,1570746777.445228,50.0,85.32,6.19
0,launceston,AU,-41.43,147.14,53.0,1570746777.756753,81.0,51.01,13.87
0,villanueva,HN,15.32,-87.99,75.0,1570746778.0891714,62.0,89.6,18.34
0,bikin,RU,46.82,134.25,27.0,1570746778.4070847,59.0,45.28,4.58
0,sheridan,US,39.65,-105.03,90.0,1570746778.7562747,74.0,32.0,3.36
0,kargopol,RU,61.51,38.95,100.0,1570746779.1573915,99.0,36.82,3.64
0,pinega,RU,64.7,43.39,100.0,1570746779.4626114,96.0,35.13,6.41
0,druzhba,UA,52.05,33.94,99.0,1570746779.8629868,94.0,44.69,8.54
0,the valley,AI,18.22,-63.06,20.0,1570746780.1813354,69.0,84.2,3.36
0,aguimes,ES,27.91,-15.45,40.0,1570746780.5817344,73.0,73.4,10.29
0,srednekolymsk,RU,67.46,153.71,100.0,1570746780.9904253,92.0,19.6,6.22
0,egvekinot,RU,66.32,-179.17,0.0,1570746781.4277468,86.0,18.3,0.68
0,vila,IT,45.18,8.4,16.0,1570746781.778272,100.0,57.0,3.36
0,xining,CN,36.62,101.77,100.0,1570746782.1407614,72.0,42.1,4.56
0,gornopravdinsk,RU,60.06,69.92,100.0,1570746782.4874065,93.0,40.46,8.62
0,kasulu,TZ,-4.57,30.11,75.0,1570746782.7972639,57.0,78.8,3.42
0,kununurra,AU,-15.77,128.74,100.0,1570746783.1398923,46.0,71.6,1.12
0,emerald,AU,-23.53,148.16,75.0,1570746783.4475963,68.0,71.6,12.75
0,aklavik,CA,68.22,-135.01,75.0,1570746783.8584507,74.0,39.2,4.7
0,strangnas,SE,59.38,17.03,57.0,1570746784.4712577,93.0,48.2,3.36
0,ucluelet,CA,48.94,-125.55,90.0,1570746784.985118,57.0,57.0,5.82
